title,speaker,url,month,year
What it feels like to see Earth from space,Benjamin Grant,/talks/benjamin_grant_what_it_feels_like_to_see_earth_from_space?language=en,Sep,2017
Would you live in a floating city in the sky?,Tomás Saraceno,/talks/tomas_saraceno_would_you_live_in_a_floating_city_in_the_sky?language=en,Sep,2017
How to build a company where the best ideas win,Ray Dalio,/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win?language=en,Sep,2017
How young people join violent extremist groups — and how to stop them,Erin Marie Saltman,/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them?language=en,Sep,2017
A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs?language=en,Sep,2017
Dare to refuse the origin myths that claim who you are,Chetan Bhatt,/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are?language=en,Sep,2017
How your pictures can help reclaim lost history,Chance Coughenour,/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history?language=en,Aug,2017
How the US government spies on people who protest — including you,Jennifer Granick,/talks/jennifer_granick_how_the_us_government_spies_on_people_who_protest_including_you?language=en,Aug,2017
Can a robot pass a university entrance exam?,Noriko Arai,/talks/noriko_arai_can_a_robot_pass_a_university_entrance_exam?language=en,Aug,2017
Why we need to end the era of orphanages,Tara Winkler,/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages?language=en,Aug,2017
"Fun, fierce and fantastical African art",Wanuri Kahiu,/talks/wanuri_kahiu_fun_fierce_and_fantastical_african_art?language=en,Aug,2017
"When workers own companies, the economy is more resilient",Niki Okuk,/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient?language=en,Aug,2017
"""The Sacred Art of the Ori""",Laolu Senbanjo,/talks/laolu_senbanjo_the_sacred_art_of_the_ori?language=en,Aug,2017
What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,/talks/carolyn_bertozzi_what_the_sugar_coating_on_your_cells_is_trying_to_tell_you?language=en,Aug,2017
What would happen if we upload our brains to computers?,Robin Hanson,/talks/robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers?language=en,Aug,2017
"A lyrical bridge between past, present and future",David Whyte,/talks/david_whyte_a_lyrical_bridge_between_past_present_and_future?language=en,Aug,2017
What moral decisions should driverless cars make?,Iyad Rahwan,/talks/iyad_rahwan_what_moral_decisions_should_driverless_cars_make?language=en,Aug,2017
The era of blind faith in big data must end,Cathy O'Neil,/talks/cathy_o_neil_the_era_of_blind_faith_in_big_data_must_end?language=en,Aug,2017
How I found myself through music,Anika Paulson,/talks/anika_paulson_how_i_found_myself_through_music?language=en,Aug,2017
The secret to living longer may be your social life,Susan Pinker,/talks/susan_pinker_the_secret_to_living_longer_may_be_your_social_life?language=en,Aug,2017
A practical way to help the homeless find work and safety,Richard J. Berry,/talks/richard_j_berry_a_practical_way_to_help_the_homeless_find_work_and_safety?language=en,Aug,2017
7 principles for building better cities,Peter Calthorpe,/talks/peter_calthorpe_7_principles_for_building_better_cities?language=en,Aug,2017
How artists can (finally) get paid in the digital age ,Jack Conte,/talks/jack_conte_how_artists_can_finally_get_paid_in_the_digital_age?language=en,Aug,2017
How I help free innocent people from prison,Ronald Sullivan,/talks/ronald_sullivan_how_i_help_free_innocent_people_from_prison?language=en,Aug,2017
How boredom can lead to your most brilliant ideas,Manoush Zomorodi,/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas?language=en,Aug,2017
Courage is contagious,Damon Davis,/talks/damon_davis_courage_is_contagious?language=en,Aug,2017
Meet the microscopic life in your home — and on your face,Anne Madden,/talks/anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face?language=en,Aug,2017
A dance to honor Mother Earth,Jon Boogz and Lil Buck,/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth?language=en,Aug,2017
You owe it to yourself to experience a total solar eclipse,David Baron,/talks/david_baron_you_owe_it_to_yourself_to_experience_a_total_solar_eclipse?language=en,Aug,2017
Let's end ageism,Ashton Applewhite,/talks/ashton_applewhite_let_s_end_ageism?language=en,Aug,2017
How your brain decides what is beautiful,Anjan Chatterjee,/talks/anjan_chatterjee_how_your_brain_decides_what_is_beautiful?language=en,Aug,2017
"How AI can enhance our memory, work and social lives",Tom Gruber,/talks/tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives?language=en,Aug,2017
How computers learn to recognize objects instantly,Joseph Redmon,/talks/joseph_redmon_how_computers_learn_to_recognize_objects_instantly?language=en,Aug,2017
The stories behind The New Yorker's iconic covers,Françoise Mouly,/talks/francoise_mouly_the_stories_behind_the_new_yorker_s_iconic_covers?language=en,Aug,2017
What six years in captivity taught me about fear and faith,Ingrid Betancourt,/talks/ingrid_betancourt_what_six_years_in_captivity_taught_me_about_fear_and_faith?language=en,Aug,2017
Can art amend history?,Titus Kaphar,/talks/titus_kaphar_can_art_amend_history?language=en,Aug,2017
"Meet Spot, the robot dog that can run, hop and open doors",Marc Raibert,/talks/marc_raibert_meet_spot_the_robot_dog_that_can_run_hop_and_open_doors?language=en,Jul,2017
Why I still have hope for coral reefs,Kristen Marhaver,/talks/kristen_marhaver_why_i_still_have_hope_for_coral_reefs?language=en,Jul,2017
"You smell with your body, not just your nose",Jennifer Pluznick,/talks/jennifer_pluznick_you_smell_with_your_body_not_just_your_nose?language=en,Jul,2017
What happens when you have a concussion?,Clifford Robbins,/talks/clifford_robbins_what_happens_when_you_have_a_concussion?language=en,Jul,2017
How a handful of tech companies control billions of minds every day,Tristan Harris,/talks/tristan_harris_how_a_handful_of_tech_companies_control_billions_of_minds_every_day?language=en,Jul,2017
A simple new blood test that can catch cancer early,Jimmy Lin,/talks/jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early?language=en,Jul,2017
How cohousing can make us happier (and live longer),Grace Kim,/talks/grace_kim_how_cohousing_can_make_us_happier_and_live_longer?language=en,Jul,2017
How I fail at being disabled,Susan Robinson,/talks/susan_robinson_how_i_fail_at_being_disabled?language=en,Jul,2017
Hamilton vs. Madison and the birth of American partisanship,Noah Feldman,/talks/noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship?language=en,Jul,2017
The human insights missing from big data,Tricia Wang,/talks/tricia_wang_the_human_insights_missing_from_big_data?language=en,Jul,2017
Your brain hallucinates your conscious reality,Anil Seth,/talks/anil_seth_your_brain_hallucinates_your_conscious_reality?language=en,Jul,2017
Can clouds buy us more time to solve climate change?,Kate Marvel,/talks/kate_marvel_can_clouds_buy_us_more_time_to_solve_climate_change?language=en,Jul,2017
Why our screens make us less happy,Adam Alter,/talks/adam_alter_why_our_screens_make_us_less_happy?language=en,Jul,2017
What rivers can tell us about the earth's history,Liz Hajek,/talks/liz_hajek_what_rivers_can_tell_us_about_the_earth_s_history?language=en,Jul,2017
Why journalists have an obligation to challenge power,Jorge Ramos,/talks/jorge_ramos_why_journalists_have_an_obligation_to_challenge_power?language=en,Jul,2017
"How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,/talks/rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together?language=en,Jul,2017
Lifesaving scientific tools made of paper,Manu Prakash,/talks/manu_prakash_lifesaving_scientific_tools_made_of_paper?language=en,Jul,2017
How to spot a misleading graph,Lea Gaslowitz,/talks/lea_gaslowitz_how_to_spot_a_misleading_graph?language=en,Jul,2017
Don't feel sorry for refugees — believe in them,Luma Mufleh,/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them?language=en,Jun,2017
A celebration of natural hair,Cheyenne Cochrane,/talks/cheyenne_cochrane_a_celebration_of_natural_hair?language=en,Jun,2017
Why design should include everyone,Sinéad Burke,/talks/sinead_burke_why_design_should_include_everyone?language=en,Jun,2017
The refugee crisis is a test of our character,David Miliband,/talks/david_miliband_the_refugee_crisis_is_a_test_of_our_character?language=en,Jun,2017
Why we need to imagine different futures,Anab Jain,/talks/anab_jain_why_we_need_to_imagine_different_futures?language=en,Jun,2017
Doesn't everyone deserve a chance at a good life?,Jim Yong Kim,/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life?language=en,Jun,2017
"""Awoo""", Sofi Tukker,/talks/sofi_tukker_awoo?language=en,Jun,2017
Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,/talks/sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it?language=en,Jun,2017
"When I die, recompose me",Katrina Spade,/talks/katrina_spade_when_i_die_recompose_me?language=en,Jun,2017
How I built a jet suit,Richard Browning,/talks/richard_browning_how_i_built_a_jet_suit?language=en,Jun,2017
Why you should define your fears instead of your goals,Tim Ferriss,/talks/tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals?language=en,Jun,2017
Why do people join cults?,Janja Lalich,/talks/janja_lalich_why_do_people_join_cults?language=en,Jun,2017
12 truths I learned from life and writing,Anne Lamott,/talks/anne_lamott_12_truths_i_learned_from_life_and_writing?language=en,Jun,2017
What happens in your brain when you pay attention?,Mehdi Ordikhani-Seyedlar,/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention?language=en,Jun,2017
The genius of Marie Curie,Shohini Ghose,/talks/shohini_ghose_the_genius_of_marie_curie?language=en,Jun,2017
"To understand autism, don't look away",Carina Morillo,/talks/carina_morillo_to_understand_autism_don_t_look_away?language=en,Jun,2017
Why glass towers are bad for city life — and what we need instead,Justin Davidson,/talks/justin_davidson_why_glass_towers_are_bad_for_city_life_and_what_we_need_instead?language=en,Jun,2017
How to see past your own perspective and find truth,Michael Patrick Lynch,/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth?language=en,Jun,2017
Why don't perpetual motion machines ever work?,Netta Schramm,/talks/netta_schramm_why_don_t_perpetual_motion_machines_ever_work?language=en,Jun,2017
How to design a library that makes kids want to read ,Michael Bierut,/talks/michael_bierut_how_to_design_a_library_that_makes_kids_want_to_read?language=en,Jun,2017
Songs that bring history to life,Rhiannon Giddens,/talks/rhiannon_giddens_songs_that_bring_history_to_life?language=en,Jun,2017
No one should die because they live too far from a doctor,Raj Panjabi,/talks/raj_panjabi_no_one_should_die_because_they_live_too_far_from_a_doctor?language=en,Jun,2017
Am I not human? A call for criminal justice reform,Marlon Peterson,/talks/marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform?language=en,May,2017
Don't fear intelligent machines. Work with them,Garry Kasparov,/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them?language=en,May,2017
"Who were the Vestal Virgins, and what was their job?",Peta Greenfield,/talks/peta_greenfield_who_were_the_vestal_virgins_and_what_was_their_job?language=en,May,2017
How pollution is changing the ocean's chemistry,Triona McGrath,/talks/triona_mcgrath_how_pollution_is_changing_the_ocean_s_chemistry?language=en,May,2017
How to find a wonderful idea, OK Go,/talks/ok_go_how_to_find_a_wonderful_idea?language=en,May,2017
A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,/talks/nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases?language=en,May,2017
The world's most mysterious book,Stephen Bax,/talks/stephen_bax_the_world_s_most_mysterious_book?language=en,May,2017
This is what democracy looks like,Anthony D. Romero,/talks/anthony_d_romero_this_is_what_democracy_looks_like?language=en,May,2017
Why I speak up about living with epilepsy,Sitawa Wafula,/talks/sitawa_wafula_why_i_speak_up_about_living_with_epilepsy?language=en,May,2017
Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,/talks/rutger_bregman_poverty_isn_t_a_lack_of_character_it_s_a_lack_of_cash?language=en,May,2017
The trauma of systematic racism is killing Black women. A first step toward change...,T. Morgan Dixon and Vanessa Garrison,/talks/t_morgan_dixon_and_vanessa_garrison_the_trauma_of_systematic_racism_is_killing_black_women_a_first_step_toward_change?language=en,May,2017
Why school should start later for teens,Wendy Troxel,/talks/wendy_troxel_why_school_should_start_later_for_teens?language=en,May,2017
A brief history of goths,Dan Adams,/talks/dan_adams_a_brief_history_of_goths?language=en,May,2017
A climate solution where all sides can win,Ted Halstead,/talks/ted_halstead_a_climate_solution_where_all_sides_can_win?language=en,May,2017
What makes life worth living in the face of death,Lucy Kalanithi,/talks/lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death?language=en,May,2017
The history of Tea,Shunan Teng,/talks/shunan_teng_the_history_of_tea?language=en,May,2017
3 principles for creating safer AI,Stuart Russell,/talks/stuart_russell_3_principles_for_creating_safer_ai?language=en,May,2017
How does your body process medicine?,Céline Valéry,/talks/celine_valery_how_does_your_body_process_medicine?language=en,May,2017
"Thoughts on humanity, fame and love",Shah Rukh Khan,/talks/shah_rukh_khan_thoughts_on_humanity_fame_and_love?language=en,May,2017
How human noise affects ocean habitats,Kate Stafford,/talks/kate_stafford_how_human_noise_affects_ocean_habitats?language=en,May,2017
"Poetry, music and identity",Jorge Drexler,/talks/jorge_drexler_poetry_music_and_identity?language=en,May,2017
The biology of our best and worst selves,Robert Sapolsky,/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves?language=en,May,2017
A tribute to nurses,Carolyn Jones,/talks/carolyn_jones_a_tribute_to_nurses?language=en,May,2017
A summer school kids actually want to attend,Karim Abouelnaga,/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend?language=en,May,2017
There's no shame in taking care of your mental health,Sangu Delle,/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health?language=en,May,2017
How (and why) Russia hacked the US election,Laura Galante,/talks/laura_galante_how_and_why_russia_hacked_the_us_election?language=en,May,2017
Behind the lies of Holocaust denial,Deborah Lipstadt,/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial?language=en,May,2017
Can you solve the pirate riddle?,Alex Gendler,/talks/alex_gendler_can_you_solve_the_pirate_riddle?language=en,May,2017
The future we're building — and boring,Elon Musk,/talks/elon_musk_the_future_we_re_building_and_boring?language=en,Apr,2017
What you can do to prevent Alzheimer's,Lisa Genova,/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s?language=en,Apr,2017
"On tennis, love and motherhood",Serena Williams and Gayle King,/talks/serena_williams_and_gayle_king_on_tennis_love_and_motherhood?language=en,Apr,2017
Why the only future worth building includes everyone,His Holiness Pope Francis,/talks/his_holiness_pope_francis_why_the_only_future_worth_building_includes_everyone?language=en,Apr,2017
Science in service to the public good,Siddhartha Roy,/talks/siddhartha_roy_science_in_service_to_the_public_good?language=en,Apr,2017
Why are sloths so slow?,Kenny Coogan,/talks/kenny_coogan_why_are_sloths_so_slow?language=en,Apr,2017
How fake news does real harm,Stephanie Busari,/talks/stephanie_busari_how_fake_news_does_real_harm?language=en,Apr,2017
The evolution of animal genitalia,Menno Schilthuizen,/talks/menno_schilthuizen_the_evolution_of_animal_genitalia?language=en,Apr,2017
Why do animals have such different lifespans?,Joao Pedro de Magalhaes,/talks/joao_pedro_de_magalhaes_why_do_animals_have_such_different_lifespans?language=en,Apr,2017
How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison?language=en,Apr,2017
A doctor's case for medical marijuana,David Casarett,/talks/david_casarett_a_doctor_s_case_for_medical_marijuana?language=en,Apr,2017
A video game to cope with grief,Amy Green,/talks/amy_green_a_video_game_to_cope_with_grief?language=en,Apr,2017
How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies?language=en,Apr,2017
How do you build a sacred space?,Siamak Hariri,/talks/siamak_hariri_how_do_you_build_a_sacred_space?language=en,Apr,2017
The three different ways mammals give birth,Kate Slabosky,/talks/kate_slabosky_the_three_different_ways_mammals_give_birth?language=en,Apr,2017
We should all be feminists,Chimamanda Ngozi Adichie,/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists?language=en,Apr,2017
A simple birth kit for mothers in the developing world,Zubaida Bai,/talks/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world?language=en,Apr,2017
An intergalactic guide to using a defibrillator,Todd Scott,/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator?language=en,Apr,2017
In praise of conflict,Jonathan Marks,/talks/jonathan_marks_in_praise_of_conflict?language=en,Apr,2017
Why do we itch?,Emma Bryce,/talks/emma_bryce_why_do_we_itch?language=en,Apr,2017
3 ways to plan for the (very) long term,Ari Wallach,/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term?language=en,Apr,2017
How we can find ourselves in data,Giorgia Lupi,/talks/giorgia_lupi_how_we_can_find_ourselves_in_data?language=en,Apr,2017
How racism makes us sick,David R. Williams,/talks/david_r_williams_how_racism_makes_us_sick?language=en,Apr,2017
The conversation we're not having about digital child abuse,Sebastián Bortnik,/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse?language=en,Apr,2017
How to take a picture of a black hole,Katie Bouman,/talks/katie_bouman_how_to_take_a_picture_of_a_black_hole?language=en,Apr,2017
Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states?language=en,Apr,2017
"Know your worth, and then ask for it",Casey Brown,/talks/casey_brown_know_your_worth_and_then_ask_for_it?language=en,Apr,2017
Can you solve the virus riddle?,Lisa Winer,/talks/lisa_winer_can_you_solve_the_virus_riddle?language=en,Apr,2017
A young poet tells the story of Darfur,Emtithal Mahmoud,/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur?language=en,Mar,2017
How early life experience is written into DNA,Moshe Szyf,/talks/moshe_szyf_how_early_life_experience_is_written_into_dna?language=en,Mar,2017
Addiction is a disease. We should treat it like one,Michael Botticelli,/talks/michael_botticelli_addiction_is_a_disease_we_should_treat_it_like_one?language=en,Mar,2017
What we don't know about mother's milk,Katie Hinde,/talks/katie_hinde_what_we_don_t_know_about_mother_s_milk?language=en,Mar,2017
A plan to recycle the unrecyclable,Ashton Cofer,/talks/ashton_cofer_a_plan_to_recycle_the_unrecyclable?language=en,Mar,2017
3 ways to spot a bad statistic,Mona Chalabi,/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic?language=en,Mar,2017
Who would the rest of the world vote for in your country's election?,Simon Anholt,/talks/simon_anholt_who_would_the_rest_of_the_world_vote_for_in_your_country_s_election?language=en,Mar,2017
How the food you eat affects your gut,Shilpa Ravella,/talks/shilpa_ravella_how_the_food_you_eat_affects_your_gut?language=en,Mar,2017
Why civilians suffer more once a war is over,Margaret Bourdeaux,/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over?language=en,Mar,2017
History's deadliest colors,J. V. Maranto,/talks/j_v_maranto_history_s_deadliest_colors?language=en,Mar,2017
"Asking for help is a strength, not a weakness",Michele L. Sullivan,/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness?language=en,Mar,2017
"Meet the tardigrade, the toughest animal on Earth",Thomas Boothby,/talks/thomas_boothby_meet_the_tardigrade_the_toughest_animal_on_earth?language=en,Mar,2017
Lifelike simulations that make real-life surgery safer,Peter Weinstock,/talks/peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer?language=en,Mar,2017
Inside America's dead shopping malls,Dan Bell,/talks/dan_bell_inside_america_s_dead_shopping_malls?language=en,Mar,2017
Should we simplify spelling?,Karina Galperin,/talks/karina_galperin_should_we_simplify_spelling?language=en,Mar,2017
The history of chocolate,Deanna Pucciarelli,/talks/deanna_pucciarelli_the_history_of_chocolate?language=en,Mar,2017
What young women believe about their own sexual pleasure,Peggy Orenstein,/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure?language=en,Mar,2017
Adventures of an asteroid hunter,Carrie Nugent,/talks/carrie_nugent_adventures_of_an_asteroid_hunter?language=en,Mar,2017
A burial practice that nourishes the planet,Caitlin Doughty,/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet?language=en,Mar,2017
The myth of Icarus and Daedalus,Amy Adkins,/talks/amy_adkins_the_myth_of_icarus_and_daedalus?language=en,Mar,2017
Beautiful new words to describe obscure emotions,John Koenig,/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions?language=en,Mar,2017
How I'm fighting bias in algorithms,Joy Buolamwini,/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms?language=en,Mar,2017
Why women should tell the stories of humanity,Jude Kelly,/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity?language=en,Mar,2017
"To raise brave girls, encourage adventure",Caroline Paul,/talks/caroline_paul_to_raise_brave_girls_encourage_adventure?language=en,Mar,2017
I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left?language=en,Mar,2017
A scientific approach to the paranormal,Carrie Poppy,/talks/carrie_poppy_a_scientific_approach_to_the_paranormal?language=en,Mar,2017
"""Rollercoaster""",Sara Ramirez,/talks/sara_ramirez_rollercoaster?language=en,Mar,2017
Stories from a home for terminally ill children,Kathy Hull,/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children?language=en,Mar,2017
"What I learned from 2,000 obituaries",Lux Narayan,/talks/lux_narayan_what_i_learned_from_2_000_obituaries?language=en,Mar,2017
This app makes it fun to pick up litter,Jeff Kirschner,/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter?language=en,Feb,2017
"Smelfies, and other experiments in synthetic biology",Ani Liu,/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology?language=en,Feb,2017
How to practice effectively...for just about anything,Annie Bosler and Don Greene,/talks/annie_bosler_and_don_greene_how_to_practice_effectively_for_just_about_anything?language=en,Feb,2017
The data behind Hollywood's sexism,Stacy Smith,/talks/stacy_smith_the_data_behind_hollywood_s_sexism?language=en,Feb,2017
A few ways to fix a government,Charity Wayua,/talks/charity_wayua_a_few_ways_to_fix_a_government?language=en,Feb,2017
A robot that eats pollution,Jonathan Rossiter,/talks/jonathan_rossiter_a_robot_that_eats_pollution?language=en,Feb,2017
The racial politics of time,Brittney Cooper,/talks/brittney_cooper_the_racial_politics_of_time?language=en,Feb,2017
Can you solve the three gods riddle?,Alex Gendler,/talks/alex_gendler_can_you_solve_the_three_gods_riddle?language=en,Feb,2017
Nationalism vs. globalism: the new political divide,Yuval Noah Harari,/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide?language=en,Feb,2017
Don't fear superintelligent AI,Grady Booch,/talks/grady_booch_don_t_fear_superintelligent_ai?language=en,Feb,2017
How jails extort the poor,Salil Dudani,/talks/salil_dudani_how_jails_extort_the_poor?language=en,Feb,2017
3 ways to fix a broken news industry,Lara Setrakian,/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry?language=en,Feb,2017
How to practice safe sexting,Amy Adele Hasinoff,/talks/amy_adele_hasinoff_how_to_practice_safe_sexting?language=en,Feb,2017
An electrifying acoustic guitar performance, Rodrigo y Gabriela,/talks/rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance?language=en,Feb,2017
What happens during a heart attack?,Krishna Sudhir,/talks/krishna_sudhir_what_happens_during_a_heart_attack?language=en,Feb,2017
How racism harms pregnant women — and what can help,Miriam Zoila Pérez,/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help?language=en,Feb,2017
What it's like to be a parent in a war zone,Aala El-Khani,/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone?language=en,Feb,2017
What is bipolar disorder?,Helen M. Farrell,/talks/helen_m_farrell_what_is_bipolar_disorder?language=en,Feb,2017
4 ways to make a city more walkable,Jeff Speck,/talks/jeff_speck_4_ways_to_make_a_city_more_walkable?language=en,Feb,2017
New nanotech to detect cancer early,Joshua Smith,/talks/joshua_smith_new_nanotech_to_detect_cancer_early?language=en,Feb,2017
Our story of rape and reconciliation,Thordis Elva and Tom Stranger,/talks/thordis_elva_and_tom_stranger_our_story_of_rape_and_reconciliation?language=en,Feb,2017
The incredible inventions of intuitive AI,Maurice Conti,/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai?language=en,Feb,2017
What time is it on Mars?,Nagin Cox,/talks/nagin_cox_what_time_is_it_on_mars?language=en,Feb,2017
My son was a Columbine shooter. This is my story,Sue Klebold,/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story?language=en,Feb,2017
How to get better at the things you care about,Eduardo Briceño,/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about?language=en,Feb,2017
Why you should love statistics,Alan Smith,/talks/alan_smith_why_you_should_love_statistics?language=en,Jan,2017
Help discover ancient ruins — before it's too late,Sarah Parcak,/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late?language=en,Jan,2017
A young scientist's quest for clean water,Deepika Kurup,/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water?language=en,Jan,2017
What we don't know about Europe's Muslim kids,Deeyah Khan,/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids?language=en,Jan,2017
The myth behind the Chinese zodiac,Megan Campisi and Pen-Pen Chen,/talks/megan_campisi_and_pen_pen_chen_the_myth_behind_the_chinese_zodiac?language=en,Jan,2017
Where is cybercrime really coming from?,Caleb Barlow,/talks/caleb_barlow_where_is_cybercrime_really_coming_from?language=en,Jan,2017
Buildings that blend nature and city,Jeanne Gang,/talks/jeanne_gang_buildings_that_blend_nature_and_city?language=en,Jan,2017
Mary's Room: A philosophical thought experiment,Eleanor Nelsen,/talks/eleanor_nelsen_mary_s_room_a_philosophical_thought_experiment?language=en,Jan,2017
The ethical dilemma of designer babies,Paul Knoepfler,/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies?language=en,Jan,2017
How to have better political conversations,Robb Willer,/talks/robb_willer_how_to_have_better_political_conversations?language=en,Jan,2017
Art made of the air we breathe,Emily Parsons-Lord,/talks/emily_parsons_lord_art_made_of_the_air_we_breathe?language=en,Jan,2017
How online abuse of women has spiraled out of control,Ashley Judd,/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control?language=en,Jan,2017
What happens when you have a disease doctors can't diagnose,Jennifer Brea,/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose?language=en,Jan,2017
"If a story moves you, act on it",Sisonke Msimang,/talks/sisonke_msimang_if_a_story_moves_you_act_on_it?language=en,Jan,2017
Would you sacrifice one person to save five?,Eleanor Nelsen,/talks/eleanor_nelsen_would_you_sacrifice_one_person_to_save_five?language=en,Jan,2017
"To solve old problems, study new species",Alejandro Sánchez Alvarado,/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species?language=en,Jan,2017
Meet the inventor of the electronic spreadsheet,Dan Bricklin,/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet?language=en,Jan,2017
The next step in nanotechnology,George Tulevski,/talks/george_tulevski_the_next_step_in_nanotechnology?language=en,Jan,2017
A better way to talk about love,Mandy Len Catron,/talks/mandy_len_catron_a_better_way_to_talk_about_love?language=en,Jan,2017
The lies we tell pregnant women,Sofia Jawed-Wessel,/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women?language=en,Jan,2017
Want kids to learn well? Feed them well,Sam Kass,/talks/sam_kass_want_kids_to_learn_well_feed_them_well?language=en,Jan,2017
The world doesn't need more nuclear weapons,Erika Gregory,/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons?language=en,Jan,2017
Are you a giver or a taker?,Adam Grant,/talks/adam_grant_are_you_a_giver_or_a_taker?language=en,Jan,2017
Why are we so attached to our things?,Christian Jarrett,/talks/christian_jarrett_why_are_we_so_attached_to_our_things?language=en,Dec,2016
How we explore unanswered questions in physics,James Beacham,/talks/james_beacham_how_we_explore_unanswered_questions_in_physics?language=en,Dec,2016
