title,speaker,url,month,year
What ping-pong taught me about life,Pico Iyer,/talks/pico_iyer_what_ping_pong_taught_me_about_life?language=en,Aug,2019
The power to think ahead in a reckless age,Bina Venkataraman,/talks/bina_venkataraman_the_power_to_think_ahead_in_a_reckless_age?language=en,Aug,2019
A Holocaust survivor's blueprint for happiness,Eddie Jaku,/talks/eddie_jaku_a_holocaust_survivor_s_blueprint_for_happiness?language=en,Aug,2019
"Family, hope and resilience on the migrant trail",Jon Lowenstein,/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail?language=en,Aug,2019
"Why should you read ""Kafka on the Shore""?",Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_kafka_on_the_shore?language=en,Aug,2019
How craving attention makes you less creative,Joseph Gordon-Levitt,/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative?language=en,Aug,2019
The benefits of music education,Anita Collins,/talks/anita_collins_the_benefits_of_music_education?language=en,Aug,2019
La música de las ideas,Sergio Feferovich,/talks/sergio_feferovich_la_musica_de_las_ideas?language=en,Aug,2019
How music makes me a better neuroscientist,Indre Viskontas,/talks/indre_viskontas_how_music_makes_me_a_better_neuroscientist?language=en,Aug,2019
When do kids start to care about other people's opinions? ,Sara Valencia Botto,/talks/sara_valencia_botto_when_do_kids_start_to_care_about_other_people_s_opinions?language=en,Aug,2019
Can you solve the multiverse rescue mission riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle?language=en,Aug,2019
The high-stakes race to make quantum computers work,Chiara Decaroli,/talks/chiara_decaroli_the_high_stakes_race_to_make_quantum_computers_work?language=en,Aug,2019
How do viruses jump from animals to humans?,Ben Longdon,/talks/ben_longdon_how_do_viruses_jump_from_animals_to_humans?language=en,Aug,2019
From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent?language=en,Aug,2019
How turtle shells evolved... twice,Judy Cebra-Thomas,/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice?language=en,Aug,2019
The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,/talks/soraya_field_fiorio_the_murder_of_ancient_alexandria_s_greatest_scholar?language=en,Aug,2019
"""You Have the Rite""",Marc Bamuthi Joseph,/talks/marc_bamuthi_joseph_you_have_the_rite?language=en,Aug,2019
The human skills we need in an unpredictable world,Margaret Heffernan,/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world?language=en,Aug,2019
What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,/talks/victor_vescovo_what_s_at_the_bottom_of_the_ocean_and_how_we_re_getting_there?language=en,Aug,2019
What it was like to grow up under China's one-child policy,Nanfu Wang,/talks/nanfu_wang_what_it_was_like_to_grow_up_under_china_s_one_child_policy?language=en,Jul,2019
How sharks could inspire a new generation of medical devices ,Ethan Mann,/talks/ethan_mann_how_sharks_could_inspire_a_new_generation_of_medical_devices?language=en,Jul,2019
Why the world needs sharks,Ocean Ramsey,/talks/ocean_ramsey_why_the_world_needs_sharks?language=en,Jul,2019
How policewomen make communities safer,Ivonne Roman,/talks/ivonne_roman_how_policewomen_make_communities_safer?language=en,Jul,2019
Why governments should prioritize well-being,Nicola Sturgeon,/talks/nicola_sturgeon_why_governments_should_prioritize_well_being?language=en,Jul,2019
The new political story that could change everything,George Monbiot,/talks/george_monbiot_the_new_political_story_that_could_change_everything?language=en,Jul,2019
A brief history of cannibalism,Bill Schutt,/talks/bill_schutt_a_brief_history_of_cannibalism?language=en,Jul,2019
"An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole?language=en,Jul,2019
The real relationship between your age and your chance of success,Albert-László Barabási,/talks/albert_laszlo_barabasi_the_real_relationship_between_your_age_and_your_chance_of_success?language=en,Jul,2019
Romance and revolution: the poetry of Pablo Neruda,Ilan Stavans,/talks/ilan_stavans_romance_and_revolution_the_poetry_of_pablo_neruda?language=en,Jul,2019
How to use family dinner to teach politics,Hajer Sharief,/talks/hajer_sharief_how_to_use_family_dinner_to_teach_politics?language=en,Jul,2019
The architectural wonder of impermanent cities,Rahul Mehrotra,/talks/rahul_mehrotra_the_architectural_wonder_of_impermanent_cities?language=en,Jul,2019
How a typeface helped launch Apollo,Douglas Thomas,/talks/douglas_thomas_how_a_typeface_helped_launch_apollo?language=en,Jul,2019
Ancient Rome's most notorious doctor,Ramon Glazov,/talks/ramon_glazov_ancient_rome_s_most_notorious_doctor?language=en,Jul,2019
"How we can improve maternal healthcare — before, during and after pregnancy",Elizabeth Howell,/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy?language=en,Jul,2019
A new way to get every child ready for kindergarten,Claudia Miner,/talks/claudia_miner_a_new_way_to_get_every_child_ready_for_kindergarten?language=en,Jul,2019
The fundamental right to seek asylum,Melanie Nezer,/talks/melanie_nezer_the_fundamental_right_to_seek_asylum?language=en,Jul,2019
Can you solve the dark matter fuel riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_dark_matter_fuel_riddle?language=en,Jul,2019
"Mentalism, mind reading and the art of getting inside your head",Derren Brown,/talks/derren_brown_mentalism_mind_reading_and_the_art_of_getting_inside_your_head?language=en,Jul,2019
Infinity according to Jorge Luis Borges,Ilan Stavans,/talks/ilan_stavans_infinity_according_to_jorge_luis_borges?language=en,Jul,2019
The fascinating (and dangerous) places scientists aren't exploring,Ella Al-Shamahi,/talks/ella_al_shamahi_the_fascinating_and_dangerous_places_scientists_aren_t_exploring?language=en,Jul,2019
How film transforms the way we see the world,Sharmeen Obaid-Chinoy,/talks/sharmeen_obaid_chinoy_how_film_transforms_the_way_we_see_the_world?language=en,Jul,2019
How we're honoring people overlooked by history,Amy Padnani,/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history?language=en,Jul,2019
Origami robots that reshape and transform themselves,Jamie Paik,/talks/jamie_paik_origami_robots_that_reshape_and_transform_themselves?language=en,Jul,2019
What is HPV and how can you protect yourself from it?,Emma Bryce,/talks/emma_bryce_what_is_hpv_and_how_can_you_protect_yourself_from_it?language=en,Jul,2019
The future of psychedelic-assisted psychotherapy,Rick Doblin,/talks/rick_doblin_the_future_of_psychedelic_assisted_psychotherapy?language=en,Jul,2019
"""New Colossus""",Emma Lazarus,/talks/emma_lazarus_new_colossus?language=en,Jul,2019
Grief and love in the animal kingdom,Barbara J. King,/talks/barbara_j_king_grief_and_love_in_the_animal_kingdom?language=en,Jul,2019
3 ways to measure your adaptability — and how to improve it,Natalie Fratto,/talks/natalie_fratto_3_ways_to_measure_your_adaptability_and_how_to_improve_it?language=en,Jul,2019
A vision for the future of Sierra Leone,Julius Maada Bio,/talks/julius_maada_bio_a_vision_for_the_future_of_sierra_leone?language=en,Jul,2019
The world's first crowdsourced space traffic monitoring system,Moriba Jah,/talks/moriba_jah_the_world_s_first_crowdsourced_space_traffic_monitoring_system?language=en,Jul,2019
The secret language of trees,Camille Defrenne and Suzanne Simard,/talks/camille_defrenne_and_suzanne_simard_the_secret_language_of_trees?language=en,Jul,2019
How dogs help with conservation efforts,Megan Parker,/talks/megan_parker_how_dogs_help_with_conservation_efforts?language=en,Jul,2019
What emotions look like in a dog's brain,Gregory Berns,/talks/gregory_berns_what_emotions_look_like_in_a_dog_s_brain?language=en,Jul,2019
How augmented reality is changing activism,Glenn Cantave,/talks/glenn_cantave_how_augmented_reality_is_changing_activism?language=en,Jul,2019
"The next big thing is coming from the Bronx, again",Jon Gray,/talks/jon_gray_the_next_big_thing_is_coming_from_the_bronx_again?language=en,Jun,2019
What makes TB the world's most infectious killer?,Melvin Sanicas,/talks/melvin_sanicas_what_makes_tb_the_world_s_most_infectious_killer?language=en,Jun,2019
You are not alone in your loneliness,Jonny Sun,/talks/jonny_sun_you_are_not_alone_in_your_loneliness?language=en,Jun,2019
"How to ask for help — and get a ""yes""",Heidi Grant,/talks/heidi_grant_how_to_ask_for_help_and_get_a_yes?language=en,Jun,2019
"Why should you read ""Hamlet""?",Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_hamlet?language=en,Jun,2019
Why we need to fight misinformation about vaccines,Ethan Lindenberger,/talks/ethan_lindenberger_why_we_need_to_fight_misinformation_about_vaccines?language=en,Jun,2019
How Romans flooded the Colosseum for sea battles,Janelle Peters,/talks/janelle_peters_how_romans_flooded_the_colosseum_for_sea_battles?language=en,Jun,2019
Why kids need to learn about gender and sexuality,Lindsay Amer,/talks/lindsay_amer_why_kids_need_to_learn_about_gender_and_sexuality?language=en,Jun,2019
Architectural secrets of the world's ancient wonders,Brandon Clifford,/talks/brandon_clifford_architectural_secrets_of_the_world_s_ancient_wonders?language=en,Jun,2019
"""A Bird Made of Birds""",Sarah Kay,/talks/sarah_kay_a_bird_made_of_birds?language=en,Jun,2019
There may be extraterrestrial life in our solar system,Augusto Carballido,/talks/augusto_carballido_there_may_be_extraterrestrial_life_in_our_solar_system?language=en,Jun,2019
The living tech we need to support human life on other planets,Lynn Rothschild,/talks/lynn_rothschild_the_living_tech_we_need_to_support_human_life_on_other_planets?language=en,Jun,2019
What almost dying taught me about living,Suleika Jaouad,/talks/suleika_jaouad_what_almost_dying_taught_me_about_living?language=en,Jun,2019
How do crystals work?,Graham Baird,/talks/graham_baird_how_do_crystals_work?language=en,Jun,2019
How synthetic biology could wipe out humanity — and how we can stop it,Rob Reid,/talks/rob_reid_how_synthetic_biology_could_wipe_out_humanity_and_how_we_can_stop_it?language=en,Jun,2019
Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,/talks/ayana_elizabeth_johnson_and_megan_davis_underwater_farms_vs_climate_change?language=en,Jun,2019
Your body vs. implants,Kaitlyn Sadtler,/talks/kaitlyn_sadtler_your_body_vs_implants?language=en,Jun,2019
5 challenges we could solve by designing new proteins,David Baker,/talks/david_baker_5_challenges_we_could_solve_by_designing_new_proteins?language=en,Jun,2019
How ocean noise destroys marine ecosystems,Steve Simpson,/talks/steve_simpson_how_ocean_noise_destroys_marine_ecosystems?language=en,Jun,2019
The political power of being a good neighbor,Michael Tubbs,/talks/michael_tubbs_the_political_power_of_being_a_good_neighbor?language=en,Jun,2019
My life as a work of art,Daniel Lismore,/talks/daniel_lismore_my_life_as_a_work_of_art?language=en,Jun,2019
The true power of a good outfit,Lucy Clayton,/talks/lucy_clayton_the_true_power_of_a_good_outfit?language=en,Jun,2019
"""The Road Not Taken""",Robert Frost,/talks/robert_frost_the_road_not_taken?language=en,Jun,2019
Ugly History: Witch Hunts,Brian A. Pavlac,/talks/brian_a_pavlac_ugly_history_witch_hunts?language=en,Jun,2019
Why we get mad — and why it's healthy,Ryan Martin,/talks/ryan_martin_why_we_get_mad_and_why_it_s_healthy?language=en,Jun,2019
Can dogs sniff out malaria?,James Logan,/talks/james_logan_can_dogs_sniff_out_malaria_jan_2019?language=en,Jun,2019
3 steps to turn everyday get-togethers into transformative gatherings,Priya Parker,/talks/priya_parker_3_steps_to_turn_everyday_get_togethers_into_transformative_gatherings?language=en,Jun,2019
How close are we to eradicating HIV?,Philip A. Chan,/talks/philip_a_chan_how_close_are_we_to_eradicating_hiv?language=en,Jun,2019
The mysterious microbes living deep inside the earth — and how they could help humanity,Karen Lloyd,/talks/karen_lloyd_the_mysterious_microbes_living_deep_inside_the_earth_and_how_they_could_help_humanity?language=en,Jun,2019
"""Three Months After""",Cristin O'Keefe Aptowicz,/talks/cristin_o_keefe_aptowicz_three_months_after?language=en,Jun,2019
"The most detailed map of galaxies, black holes and stars ever made",Juna Kollmeier,/talks/juna_kollmeier_the_most_detailed_map_of_galaxies_black_holes_and_stars_ever_made?language=en,Jun,2019
An ingenious proposal for scaling up marine protection,The Nature Conservancy,/talks/the_nature_conservancy_an_ingenious_proposal_for_scaling_up_marine_protection?language=en,Jun,2019
This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,/talks/jeff_leek_and_lucy_mcgowan_this_one_weird_trick_will_help_you_spot_clickbait?language=en,Jun,2019
The healing power of reading,Michelle Kuo,/talks/michelle_kuo_the_healing_power_of_reading?language=en,Jun,2019
"""All the World's a Stage""",William Shakespeare,/talks/william_shakespeare_all_the_world_s_a_stage?language=en,Jun,2019
The lies our culture tells us about what matters — and a better way to live,David Brooks,/talks/david_brooks_the_lies_our_culture_tells_us_about_what_matters_and_a_better_way_to_live?language=en,Jun,2019
How light technology is changing medicine,Sajan Saini,/talks/sajan_saini_how_light_technology_is_changing_medicine?language=en,Jun,2019
"""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,/talks/kate_bowler_everything_happens_for_a_reason_and_other_lies_i_ve_loved?language=en,Jun,2019
The Opposites Game,Brendan Constantine,/talks/brendan_constantine_the_opposites_game?language=en,Jun,2019
¿Cómo podríamos viajar más rápido que la velocidad de la luz?,Miguel Alcubierre,/talks/miguel_alcubierre_como_podriamos_viajar_mas_rapido_que_la_velocidad_de_la_luz?language=en,Jun,2019
How artificial light affects our health,Dragana Rogulja,/talks/dragana_rogulja_how_artificial_light_affects_our_health?language=en,Jun,2019
Why we need darkness,Diane Knutson,/talks/diane_knutson_why_we_need_darkness?language=en,Jun,2019
"Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,/talks/bjarke_ingels_floating_cities_the_lego_house_and_other_architectural_forms_of_the_future?language=en,Jun,2019
"""The Second Coming""",William Butler Yeats,/talks/william_butler_yeats_the_second_coming?language=en,May,2019
The amazing brains and morphing skin of octopuses and other cephalopods,Roger Hanlon,/talks/roger_hanlon_the_amazing_brains_and_morphing_skin_of_octopuses_and_other_cephalopods?language=en,May,2019
The story we tell about millennials — and who we leave out,Reniqua Allen,/talks/reniqua_allen_the_story_we_tell_about_millennials_and_who_we_leave_out?language=en,May,2019
"""The Nutritionist""",Andrea Gibson,/talks/andrea_gibson_the_nutritionist?language=en,May,2019
"Why should you read ""The Master and Margarita""?",Alex Gendler,/talks/alex_gendler_why_should_you_read_the_master_and_margarita?language=en,May,2019
What it takes to launch a telescope,Erika Hamden,/talks/erika_hamden_what_it_takes_to_launch_a_telescope?language=en,May,2019
"How to deconstruct racism, one headline at a time",Baratunde Thurston,/talks/baratunde_thurston_how_to_deconstruct_racism_one_headline_at_a_time?language=en,May,2019
The lovable (and lethal) sea lion,Claire Simeone,/talks/claire_simeone_the_lovable_and_lethal_sea_lion?language=en,May,2019
These bacteria eat plastic,Morgan Vague,/talks/morgan_vague_these_bacteria_eat_plastic?language=en,May,2019
"""To Make Use of Water""",Safia Elhillo,/talks/safia_elhillo_to_make_use_of_water?language=en,May,2019
The Chinese myth of the white snake and the meddling monk,Shunan Teng,/talks/shunan_teng_the_chinese_myth_of_the_white_snake_and_the_meddling_monk?language=en,May,2019
What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,/talks/jarrell_daniels_what_prosecutors_and_incarcerated_people_can_learn_from_each_other?language=en,May,2019
My identity is a superpower — not an obstacle,America Ferrera,/talks/america_ferrera_my_identity_is_a_superpower_not_an_obstacle?language=en,May,2019
What surviving the Columbine shooting taught me about pain,Austin Eubanks,/talks/austin_eubanks_what_surviving_the_columbine_shooting_taught_me_about_pain?language=en,May,2019
How I define beauty,Winnie Harlow,/talks/winnie_harlow_how_i_define_beauty?language=en,May,2019
How I turned my Tourette's tics into art,Jess Thom,/talks/jess_thom_how_i_turned_my_tourette_s_tics_into_art?language=en,May,2019
The anti-CEO playbook,Hamdi Ulukaya,/talks/hamdi_ulukaya_the_anti_ceo_playbook?language=en,May,2019
The next global agricultural revolution,Bruce Friedrich,/talks/bruce_friedrich_the_next_global_agricultural_revolution?language=en,May,2019
Can you spot the problem with these headlines? (Level 1),Jeff Leek and Lucy McGowan,/talks/jeff_leek_and_lucy_mcgowan_can_you_spot_the_problem_with_these_headlines_level_1?language=en,May,2019
Sloths! The strange life of the world's slowest mammal,Lucy Cooke,/talks/lucy_cooke_sloths_the_strange_life_of_the_world_s_slowest_mammal?language=en,May,2019
The mysterious science of pain,Joshua W. Pate,/talks/joshua_w_pate_the_mysterious_science_of_pain?language=en,May,2019
How to build your confidence — and spark it in others,Brittany Packnett,/talks/brittany_packnett_how_to_build_your_confidence_and_spark_it_in_others?language=en,May,2019
The difference between healthy and unhealthy love,Katie Hood,/talks/katie_hood_the_difference_between_healthy_and_unhealthy_love?language=en,May,2019
Can a black hole be destroyed?,Fabio Pacucci,/talks/fabio_pacucci_can_a_black_hole_be_destroyed?language=en,May,2019
How AI could become an extension of your mind,Arnav Kapur,/talks/arnav_kapur_how_ai_could_become_an_extension_of_your_mind?language=en,May,2019
What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,/talks/suchitra_krishnan_sarin_what_you_should_know_about_vaping_and_e_cigarettes?language=en,May,2019
"Why should you read ""Crime and Punishment""?",Alex Gendler,/talks/alex_gendler_why_should_you_read_crime_and_punishment?language=en,May,2019
Could a tattoo help you stay healthy?,Carson Bruns,/talks/carson_bruns_could_a_tattoo_help_you_stay_healthy?language=en,May,2019
"How do self-driving cars ""see""?",Sajan Saini,/talks/sajan_saini_how_do_self_driving_cars_see?language=en,May,2019
Digital humans that look just like us,Doug Roble,/talks/doug_roble_digital_humans_that_look_just_like_us?language=en,May,2019
Sleep is your superpower,Matt Walker,/talks/matt_walker_sleep_is_your_superpower?language=en,May,2019
The Aztec myth of the unlikeliest sun god,Kay Almere Read,/talks/kay_almere_read_the_aztec_myth_of_the_unlikeliest_sun_god?language=en,May,2019
How your brain's executive function works — and how to improve it,Sabine Doebel,/talks/sabine_doebel_how_your_brain_s_executive_function_works_and_how_to_improve_it?language=en,May,2019
The case for having kids,Wajahat Ali,/talks/wajahat_ali_the_case_for_having_kids?language=en,May,2019
The crisis of leadership — and a new way forward,Halla Tómasdóttir and Bryn Freedman,/talks/halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward?language=en,May,2019
The Chinese myth of the immortal white snake,Shunan Teng,/talks/shunan_teng_the_chinese_myth_of_the_immortal_white_snake?language=en,May,2019
How to revive your belief in democracy,Eric Liu,/talks/eric_liu_how_to_revive_your_belief_in_democracy?language=en,May,2019
How this disease changes the shape of your cells,Amber M. Yates,/talks/amber_m_yates_how_this_disease_changes_the_shape_of_your_cells?language=en,May,2019
Everything around you can become a computer,Ivan Poupyrev,/talks/ivan_poupyrev_everything_around_you_can_become_a_computer?language=en,May,2019
"""Accents""",Denice Frohman,/talks/denice_frohman_accents?language=en,May,2019
Mind-blowing stage sculptures that fuse music and technology,Es Devlin,/talks/es_devlin_mind_blowing_stage_sculptures_that_fuse_music_and_technology?language=en,May,2019
How supercharged plants could slow climate change,Joanne Chory,/talks/joanne_chory_how_supercharged_plants_could_slow_climate_change?language=en,May,2019
Why is this painting so shocking?,Iseult Gillespie,/talks/iseult_gillespie_why_is_this_painting_so_shocking?language=en,May,2019
Why we ignore obvious problems — and how to act on them,Michele Wucker,/talks/michele_wucker_why_we_ignore_obvious_problems_and_how_to_act_on_them?language=en,May,2019
How to recover from activism burnout,Yana Buhrer Tavanier,/talks/yana_buhrer_tavanier_how_to_recover_from_activism_burnout?language=en,Apr,2019
Three ideas. Three contradictions. Or not.,Hannah Gadsby,/talks/hannah_gadsby_three_ideas_three_contradictions_or_not?language=en,Apr,2019
How does the stock market work?,Oliver Elfenbaum,/talks/oliver_elfenbaum_how_does_the_stock_market_work?language=en,Apr,2019
Helping others makes us happier — but it matters how we do it,Elizabeth Dunn,/talks/elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it?language=en,Apr,2019
Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_cuddly_duddly_fuddly_wuddly_riddle?language=en,Apr,2019
The surprising connection between brain injuries and crime,Kim Gorgens,/talks/kim_gorgens_the_surprising_connection_between_brain_injuries_and_crime?language=en,Apr,2019
Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft?language=en,Apr,2019
The hidden network that makes the internet possible,Sajan Saini,/talks/sajan_saini_the_hidden_network_that_makes_the_internet_possible?language=en,Apr,2019
The surprising reason our muscles get tired,Christian Moro,/talks/christian_moro_the_surprising_reason_our_muscles_get_tired?language=en,Apr,2019
What is a butt tuba and why is it in medieval art?,Michelle Brown,/talks/michelle_brown_what_is_a_butt_tuba_and_why_is_it_in_medieval_art?language=en,Apr,2019
Turbulence: one of the great unsolved mysteries of physics,Tomás Chor,/talks/tomas_chor_turbulence_one_of_the_great_unsolved_mysteries_of_physics?language=en,Apr,2019
How generational stereotypes hold us back at work,Leah Georges,/talks/leah_georges_how_generational_stereotypes_hold_us_back_at_work?language=en,Apr,2019
Can we cure genetic diseases by rewriting DNA?,David R. Liu,/talks/david_r_liu_can_we_cure_genetic_diseases_by_rewriting_dna?language=en,Apr,2019
A personal air-quality tracker that lets you know what you're breathing,Romain Lacombe,/talks/romain_lacombe_a_personal_air_quality_tracker_that_lets_you_know_what_you_re_breathing?language=en,Apr,2019
How hip-hop helps us understand science,Danielle N. Lee,/talks/danielle_n_lee_how_hip_hop_helps_us_understand_science?language=en,Apr,2019
Inside the black hole image that made history,Sheperd Doeleman,/talks/sheperd_doeleman_inside_the_black_hole_image_that_made_history?language=en,Apr,2019
How Twitter needs to change,Jack Dorsey,/talks/jack_dorsey_how_twitter_needs_to_change?language=en,Apr,2019
Using your voice is a political choice,Amanda Gorman,/talks/amanda_gorman_using_your_voice_is_a_political_choice?language=en,Apr,2019
Facebook's role in Brexit — and the threat to democracy,Carole Cadwalladr,/talks/carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy?language=en,Apr,2019
The artificial muscles that will power robots of the future,Christoph Keplinger,/talks/christoph_keplinger_the_artificial_muscles_that_will_power_robots_of_the_future?language=en,Apr,2019
How colorism shapes our standards of beauty,Chika Okoro,/talks/chika_okoro_how_colorism_shapes_our_standards_of_beauty?language=en,Apr,2019
Where in the world is it easiest to get rich?,Harald Eia,/talks/harald_eia_where_in_the_world_is_it_easiest_to_get_rich?language=en,Apr,2019
"Empower a girl, transform a community",Kakenya Ntaiya,/talks/kakenya_ntaiya_empower_a_girl_transform_a_community?language=en,Apr,2019
3 lessons on starting a movement from a self-defense trailblazer,Rana Abdelhamid,/talks/rana_abdelhamid_3_lessons_on_starting_a_movement_from_a_self_defense_trailblazer?language=en,Apr,2019
The wild world of carnivorous plants,Kenny Coogan,/talks/kenny_coogan_the_wild_world_of_carnivorous_plants?language=en,Apr,2019
How risk-taking changes a teenager's brain,Kashfia Rahman,/talks/kashfia_rahman_how_risk_taking_changes_a_teenager_s_brain?language=en,Apr,2019
Wearable tech that helps you navigate by touch,Keith Kirkland,/talks/keith_kirkland_wearable_tech_that_helps_you_navigate_by_touch?language=en,Apr,2019
"We don't ""move on"" from grief. We move forward with it",Nora McInerny,/talks/nora_mcinerny_we_don_t_move_on_from_grief_we_move_forward_with_it?language=en,Apr,2019
Why are earthquakes so hard to predict?,Jean-Baptiste P. Koehl,/talks/jean_baptiste_p_koehl_why_are_earthquakes_so_hard_to_predict?language=en,Apr,2019
How to lead a conversation between people who disagree,Eve Pearlman,/talks/eve_pearlman_how_to_lead_a_conversation_between_people_who_disagree?language=en,Apr,2019
Why we need more dogs in hospitals,Yuko Morita,/talks/yuko_morita_why_we_need_more_dogs_in_hospitals?language=en,Apr,2019
An AI smartwatch that detects seizures,Rosalind Picard,/talks/rosalind_picard_an_ai_smartwatch_that_detects_seizures?language=en,Apr,2019
How to grow a glacier,M Jackson,/talks/m_jackson_how_to_grow_a_glacier?language=en,Apr,2019
What refugees need to start new lives,Muhammed Idris,/talks/muhammed_idris_what_refugees_need_to_start_new_lives?language=en,Apr,2019
Public art that turns cities into playgrounds of the imagination,Helen Marriage,/talks/helen_marriage_public_art_that_turns_cities_into_playgrounds_of_the_imagination?language=en,Apr,2019
How to spot a pyramid scheme ,Stacie Bosley,/talks/stacie_bosley_how_to_spot_a_pyramid_scheme?language=en,Apr,2019
How does income affect childhood brain development?,Kimberly Noble,/talks/kimberly_noble_how_does_income_affect_childhood_brain_development?language=en,Apr,2019
"""First Kiss""",Tim Seibles,/talks/tim_seibles_first_kiss?language=en,Apr,2019
How centuries of sci-fi sparked spaceflight,Alexander MacDonald,/talks/alexander_macdonald_how_centuries_of_sci_fi_sparked_spaceflight?language=en,Apr,2019
Can we regenerate heart muscle with stem cells?,Chuck Murry,/talks/chuck_murry_can_we_regenerate_heart_muscle_with_stem_cells?language=en,Mar,2019
"""East Virginia"" / ""John Brown's Dream""",Nora Brown,/talks/nora_brown_east_virginia_john_brown_s_dream?language=en,Mar,2019
Frida Kahlo: The woman behind the legend,Iseult Gillespie,/talks/iseult_gillespie_frida_kahlo_the_woman_behind_the_legend?language=en,Mar,2019
A short history of trans people's long fight for equality,Samy Nour Younes,/talks/samy_nour_younes_a_short_history_of_trans_people_s_long_fight_for_equality?language=en,Mar,2019
"To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,/talks/fatima_alzahra_a_alatraktchi_to_detect_diseases_earlier_let_s_speak_bacteria_s_secret_language?language=en,Mar,2019
A brief history of dogs,David Ian Howe,/talks/david_ian_howe_a_brief_history_of_dogs?language=en,Mar,2019
Cómo un doctor de astronautas capacita al cuerpo para el espacio,Víctor Demaría Pesce,/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio?language=en,Mar,2019
A new class of drug that could prevent depression and PTSD,Rebecca Brachman,/talks/rebecca_brachman_a_new_class_of_drug_that_could_prevent_depression_and_ptsd?language=en,Mar,2019
"What ""Machiavellian"" really means",Pazit Cahlon and Alex Gendler,/talks/pazit_cahlon_and_alex_gendler_what_machiavellian_really_means?language=en,Mar,2019
What it's like to have Tourette's — and how music gives me back control,Esha Alwani,/talks/esha_alwani_what_it_s_like_to_have_tourette_s_and_how_music_gives_me_back_control?language=en,Mar,2019
The beautiful future of solar power,Marjan van Aubel,/talks/marjan_van_aubel_the_beautiful_future_of_solar_power?language=en,Mar,2019
The wicked wit of Jane Austen,Iseult Gillespie,/talks/iseult_gillespie_the_wicked_wit_of_jane_austen?language=en,Mar,2019
Creative ways to get kids to thrive in school,Olympia Della Flora,/talks/olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school?language=en,Mar,2019
"How you can help save the bees, one hive at a time",Noah Wilson-Rich,/talks/noah_wilson_rich_how_you_can_help_save_the_bees_one_hive_at_a_time?language=en,Mar,2019
Why do hospitals have particle accelerators?,Pedro Brugarolas,/talks/pedro_brugarolas_why_do_hospitals_have_particle_accelerators?language=en,Mar,2019
Why I turned Chicago's abandoned homes into art,Amanda Williams,/talks/amanda_williams_why_i_turned_chicago_s_abandoned_homes_into_art?language=en,Mar,2019
Can you solve the unstoppable blob riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_unstoppable_blob_riddle?language=en,Mar,2019
The secret to scientific discoveries? Making mistakes,Phil Plait,/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes?language=en,Mar,2019
How to keep human bias out of AI,Kriti Sharma,/talks/kriti_sharma_how_to_keep_human_bias_out_of_ai?language=en,Mar,2019
"""My Man"" / ""Bohanna"" / ""We Dance""", Crush Club,/talks/crush_club_my_man_bohanna_we_dance?language=en,Mar,2019
How tall can a tree grow?,Valentin Hammoudi,/talks/valentin_hammoudi_how_tall_can_a_tree_grow?language=en,Mar,2019
Our dangerous obsession with perfectionism is getting worse,Thomas Curran,/talks/thomas_curran_our_dangerous_obsession_with_perfectionism_is_getting_worse?language=en,Mar,2019
